# YCSB migration policy experiment
# query_type=mixed rw_ratio=10 zipf_theta=0.99 cross_ratio=10
# policy=LRU when_to_move_out=OnDemand hw_cc_budget_mb=4
# host_num=2 worker_num=3 keys=200000 repeat=1
# time_to_run=30 time_to_warmup=10
# timestamp=2026-05-05T17:11:27-06:00
---
killing previous experiments...
deleting log files...
initializing cxl memory...
I0505 17:12:11.751179  7169 bench_ycsb.cpp:66] RW_RATIO = 10, ZIPF_THETA = 0.99, CROSS_RATIO = 10
I0505 17:12:11.751276  7169 bench_ycsb.cpp:67] checkpoint 1 to 
I0505 17:12:11.751282  7169 bench_ycsb.cpp:68] cross_part_num 2
I0505 17:12:11.751289  7169 bench_ycsb.cpp:69] lotus_sp_parallel_exec_commit 0
I0505 17:12:11.751296  7169 bench_ycsb.cpp:70] granules_per_partition 2000
I0505 17:12:11.751302  7169 bench_ycsb.cpp:71] keysPerGranule 100
I0505 17:12:15.365706  7169 Database.h:81] ycsb initialization finished in 3605 milliseconds.
I0505 17:12:15.506930  7169 CXLMemory.h:57] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0505 17:12:15.506964  7169 MPSCRingBuffer.h:35] entry_struct_size: 2048 entry_num: 8192
I0505 17:12:15.512547  7169 MPSCRingBuffer.h:35] entry_struct_size: 2048 entry_num: 8192
I0505 17:12:15.518055  7169 Coordinator.h:422] Coordinator 0 initializes CXL transport metadata (2 ringbuffers each with 8192 entries (each 2039 Bytes)
I0505 17:12:15.518072  7169 Coordinator.h:444] created global CXL EBR metadata
I0505 17:12:15.518240  7169 Coordinator.h:86] WAL Group Commiting to file [/root/pasha_log_group_commit.txt] using GroupCommit Logger
I0505 17:12:15.518250  7169 Coordinator.h:101] Coordinator initializes 3 workers.
I0505 17:12:15.518364  7169 Database.h:227] YCSB initializes data migration metadata
I0505 17:12:15.518376  7169 TwoPLPashaExecutor.h:52] total hardware budget = 5000000 per host = 1975712
I0505 17:12:15.518640  7174 Coordinator.h:476] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0505 17:12:15.518821  7169 Coordinator.h:522] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0505 17:12:15.519668  7174 Socket.h:69] Disabling nagle
I0505 17:12:15.519685  7174 Coordinator.h:491] Listener accepted connection from coordinator 1
I0505 17:12:15.519690  7174 Coordinator.h:494] Listener 0 on coordinator 0 exits.
I0505 17:12:20.519302  7169 Socket.h:69] Disabling nagle
I0505 17:12:20.519323  7169 Coordinator.h:531] Coordinator 0 connected to 1
I0505 17:12:20.519361  7169 Coordinator.h:543] Coordinator 0 connected to all peers.
I0505 17:12:20.519385  7169 Dispatcher.h:38] IncomingDispatcher 0 coord_id 0
I0505 17:12:20.519421  7169 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0505 17:12:20.519475  7169 Coordinator.h:640] pinned thread to core 0
I0505 17:12:20.519528  7169 Coordinator.h:640] pinned thread to core 1
I0505 17:12:20.519541  7169 Coordinator.h:216] Coordinator starts to run 4 workers.
I0505 17:12:20.519553  7175 Dispatcher.h:57] Incoming Dispatcher started, numCoordinators = 2, numWorkers = 3, group id = 0, coordinator = 0
I0505 17:12:20.519567  7176 WALLogger.h:466] logger thread started!
I0505 17:12:20.519580  7169 Coordinator.h:640] pinned thread to core 2
I0505 17:12:20.519644  7177 Executor.h:79] Executor 0 starts.
I0505 17:12:20.519691  7169 Coordinator.h:640] pinned thread to core 3
I0505 17:12:20.519691  7177 CXLMemory.h:57] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0505 17:12:20.519721  7177 CXL_EBR.h:84] init local EBR metadata, coordinator_id = 0 thread_id = 0
I0505 17:12:20.519698  7178 Executor.h:79] Executor 1 starts.
I0505 17:12:20.519814  7178 CXLMemory.h:57] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0505 17:12:20.519822  7178 CXL_EBR.h:84] init local EBR metadata, coordinator_id = 0 thread_id = 1
I0505 17:12:20.519928  7169 Coordinator.h:640] pinned thread to core 4
I0505 17:12:20.519939  7179 Executor.h:79] Executor 2 starts.
I0505 17:12:20.520109  7180 Manager.h:228] Manager(worker id = 3) on the coordinator node started.
I0505 17:12:20.520180  7179 CXLMemory.h:57] cxlalloc initialized for thread 3 (global ID = 3) on host 0
I0505 17:12:20.520191  7179 CXL_EBR.h:84] init local EBR metadata, coordinator_id = 0 thread_id = 2
I0505 17:12:21.520159  7169 Coordinator.h:307] commit: 9661 abort: 14461 (1369/13092/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 36312, avg network size: 3.75862, si_in_serializable: 0 0 %, local: 0 %, local_access: 129663, local_cxl_access: 17442 (13.4518%), remote_access: 9088, remote_access_with_req: 1962 (21.5889%), data_move_in: 4062, data_move_out: 0
I0505 17:12:22.520394  7169 Coordinator.h:307] commit: 9676 abort: 16010 (1299/14711/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 29256, avg network size: 3.02356, si_in_serializable: 0 0 %, local: 0 %, local_access: 133598, local_cxl_access: 21256 (15.9104%), remote_access: 10341, remote_access_with_req: 1612 (15.5884%), data_move_in: 3016, data_move_out: 0
I0505 17:12:23.520623  7169 Coordinator.h:307] commit: 9835 abort: 15077 (1315/13762/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 24900, avg network size: 2.53177, si_in_serializable: 0 0 %, local: 0 %, local_access: 133327, local_cxl_access: 22795 (17.0971%), remote_access: 9812, remote_access_with_req: 1390 (14.1663%), data_move_in: 2825, data_move_out: 0
I0505 17:12:24.520848  7169 Coordinator.h:307] commit: 9899 abort: 15521 (1367/14154/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23784, avg network size: 2.40267, si_in_serializable: 0 0 %, local: 0 %, local_access: 133761, local_cxl_access: 23900 (17.8677%), remote_access: 9936, remote_access_with_req: 1356 (13.6473%), data_move_in: 2516, data_move_out: 0
I0505 17:12:25.521072  7169 Coordinator.h:307] commit: 9357 abort: 15436 (1246/14190/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 21480, avg network size: 2.29561, si_in_serializable: 0 0 %, local: 0 %, local_access: 130005, local_cxl_access: 22867 (17.5893%), remote_access: 10346, remote_access_with_req: 1169 (11.2991%), data_move_in: 2390, data_move_out: 0
I0505 17:12:26.521186  7169 Coordinator.h:307] commit: 9447 abort: 15457 (1251/14206/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 21168, avg network size: 2.24071, si_in_serializable: 0 0 %, local: 0 %, local_access: 131169, local_cxl_access: 24075 (18.3542%), remote_access: 9876, remote_access_with_req: 1149 (11.6343%), data_move_in: 2263, data_move_out: 0
I0505 17:12:27.521409  7169 Coordinator.h:307] commit: 9884 abort: 15100 (1297/13803/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20772, avg network size: 2.10158, si_in_serializable: 0 0 %, local: 0 %, local_access: 134310, local_cxl_access: 25435 (18.9375%), remote_access: 9785, remote_access_with_req: 1159 (11.8447%), data_move_in: 2382, data_move_out: 0
I0505 17:12:28.521623  7169 Coordinator.h:307] commit: 9698 abort: 15243 (1327/13916/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 19452, avg network size: 2.00577, si_in_serializable: 0 0 %, local: 0 %, local_access: 133339, local_cxl_access: 26385 (19.7879%), remote_access: 10961, remote_access_with_req: 1063 (9.69802%), data_move_in: 1987, data_move_out: 0
I0505 17:12:29.521842  7169 Coordinator.h:307] commit: 9915 abort: 15129 (1345/13784/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 19368, avg network size: 1.9534, si_in_serializable: 0 0 %, local: 0 %, local_access: 132262, local_cxl_access: 25993 (19.6527%), remote_access: 10444, remote_access_with_req: 1043 (9.9866%), data_move_in: 1849, data_move_out: 0
I0505 17:12:30.522058  7169 Coordinator.h:307] commit: 9243 abort: 15087 (1296/13791/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 17268, avg network size: 1.86822, si_in_serializable: 0 0 %, local: 0 %, local_access: 132569, local_cxl_access: 25350 (19.1221%), remote_access: 9821, remote_access_with_req: 941 (9.58151%), data_move_in: 1816, data_move_out: 0
I0505 17:12:31.522250  7169 Coordinator.h:307] commit: 9706 abort: 14887 (1231/13656/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 17748, avg network size: 1.82856, si_in_serializable: 0 0 %, local: 0 %, local_access: 131342, local_cxl_access: 26848 (20.4413%), remote_access: 11346, remote_access_with_req: 963 (8.48757%), data_move_in: 2030, data_move_out: 0
I0505 17:12:32.522358  7169 Coordinator.h:307] commit: 9794 abort: 15611 (1352/14259/0), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18108, avg network size: 1.84889, si_in_serializable: 0 0 %, local: 0 %, local_access: 133578, local_cxl_access: 26826 (20.0826%), remote_access: 11036, remote_access_with_req: 981 (8.88909%), data_move_in: 1794, data_move_out: 0
